CardA,CardB,CardC,ExcludeCards,DeckID,MinWorld,MaxWorld,MinFloor,MaxFloor,Notes
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",84,85,1,999,Standard - Armor
LimbSupport,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,Fuse,MirrorForce,MoonBeam,PlagueAttack,Purify,RazorWind,RuneAttack,SkullBash,WhipOfLightning,FlakShot,Fragmentize,CelestialStatic,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",86,86,1,999,Standard - No Armor
BurstBoost,BurstCount,RandomBurst,"CelestialStatic,Haymaker,MirrorForce,Purify,WhipOfLightning,FlakShot,Fragmentize","BurstBoost,BurstCount,RandomBurst",86,86,1,999,Standard - No Armor
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",87,87,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",87,87,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",87,87,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",87,87,1,999,Standard - Armor
RandomAffliction,Fuse,MentalFocus,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow","RandomAffliction,Fuse,MentalFocus",88,88,1,999,Affliction World
RandomAffliction,RuneAttack,AstralEcho,"Fuse,SandsOfTime","RandomAffliction,RuneAttack,AstralEcho",88,88,1,999,Affliction World
RandomAffliction,RuneAttack,ImpactAttack,"BurningAttack,Fuse,PlagueAttack,SandsOfTime","RandomAffliction,RuneAttack,ImpactAttack",88,88,1,999,Affliction World
RandomAffliction,Shadow,InnerTruth,"BurningAttack,Disease,Fuse,PlagueAttack,PoisonAttack,Swarm,SandsOfTime","RandomAffliction,Shadow,InnerTruth",88,88,1,999,Affliction World
PowerBubble,RuinousRust,RandomSupport,"AstralEcho,BurstBoost,CrushingVoid,ExecutionersAxe,ImpactAttack,InnerTruth,LimbSupport,MentalFocus,SpinalTap,SuperheatMetal,TeamTactics,TriangleSupport","PowerBubble,RuinousRust,RandomSupport",88,88,1,999,Affliction World
RandomAffliction,Swarm,CrushingVoid,RuneAttack,"RandomAffliction,Swarm,CrushingVoid",88,88,1,999,Affliction World
RandomAffliction,PlagueAttack,MentalFocus,"DecayingAttack,PoisonAttack,PowerBubble,Shadow","RandomAffliction,PlagueAttack,MentalFocus",88,88,1,999,Affliction World
RandomAffliction,BurningAttack,SuperheatMetal,"DecayingAttack,Disease,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","RandomAffliction,BurningAttack,SuperheatMetal",88,88,1,999,Affliction World
TotemFairySkill,Purify,RandomAffliction,"BurningAttack,DecayingAttack,Disease,Fuse,MagicPotion,PlagueAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","TotemFairySkill,Purify,RandomAffliction",89,92,1,999,Standard
TriangleSupport,WhipOfLightning,RandomAffliction,"DecayingAttack,Fuse,PoisonAttack,PowerBubble,Shadow,SandsOfTime","TriangleSupport,WhipOfLightning,RandomAffliction",89,92,1,999,Standard
InnerTruth,RandomAffliction,RandomAffliction,"BurningAttack,Disease,Fuse,PlagueAttack,Swarm,MagicPotion,SandsOfTime","InnerTruth,RandomAffliction,RandomAffliction",89,92,1,999,Standard
MentalFocus,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuinousRust,RuneAttack,Shadow","MentalFocus,RandomAffliction,RandomAffliction",89,92,1,999,Standard
ExecutionersAxe,RuneAttack,RandomBurst,"BurstCount,CelestialStatic,ChainLightning,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,WhipOfLightning,Weaken","ExecutionersAxe,RuneAttack,RandomBurst",89,92,1,999,Standard
FinisherAttack,Haymaker,RandomBurst,"BurstCount,CelestialStatic,FlakShot,Fragmentize,LimbBurst,MirrorForce,Purify,WhipOfLightning","FinisherAttack,Haymaker,RandomBurst",89,92,1,999,Standard
ImpactAttack,RandomBurst,RandomAffliction,"BurstCount,CelestialStatic,FlakShot,Fragmentize,MirrorForce,MoonBeam,Purify,RuinousRust,SkullBash,WhipOfLightning,SandsOfTime,Weaken","ImpactAttack,RandomBurst,RandomAffliction",89,92,1,999,Standard
CrushingVoid,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,CelestialStatic,ChainLightning,DecayingAttack,Disease,FlakShot,Fragmentize,Fuse,MirrorForce,MoonBeam,PlagueAttack,PoisonAttack,Purify,RuinousRust,RuneAttack,SkullBash,WhipOfLightning,SandsOfTime,Weaken","CrushingVoid,RandomAffliction,RandomBurst",89,92,1,999,Standard
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime,Weaken","LimbSupport,RandomAffliction,RandomBurst",89,90,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime","AstralEcho,RandomAffliction,RandomBurst",89,90,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",89,90,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",89,90,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",89,90,1,999,Standard - Armor
LimbSupport,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,Fuse,MirrorForce,MoonBeam,PlagueAttack,Purify,RazorWind,RuneAttack,SkullBash,WhipOfLightning,FlakShot,Fragmentize,CelestialStatic,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",91,91,1,999,Standard - No Armor
BurstBoost,BurstCount,RandomBurst,"CelestialStatic,Haymaker,MirrorForce,Purify,WhipOfLightning,FlakShot,Fragmentize","BurstBoost,BurstCount,RandomBurst",91,91,1,999,Standard - No Armor
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime,Weaken","LimbSupport,RandomAffliction,RandomBurst",92,92,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime","AstralEcho,RandomAffliction,RandomBurst",92,92,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",92,92,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",92,92,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",92,92,1,999,Standard - Armor
SkullBash,RandomBurst,ExecutionersAxe,"CelestialStatic,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,MoonBeam,Purify,RazorWind,WhipOfLightning","SkullBash,RandomBurst,ExecutionersAxe",93,93,1,999,Burst World
LimbBurst,RandomBurst,RandomSupport,"BurstBoost,CrushingVoid,ExecutionersAxe,FinisherAttack,ImpactAttack,InnerTruth,MentalFocus,MirrorForce,MoonBeam,Purify,SkullBash,SpinalTap,SuperheatMetal,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","LimbBurst,RandomBurst,RandomSupport",93,93,1,999,Burst World
MoonBeam,RandomBurst,ExecutionersAxe,"CelestialStatic,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,RazorWind,SkullBash,WhipOfLightning","MoonBeam,RandomBurst,ExecutionersAxe",93,93,1,999,Burst World
RazorWind,RandomBurst,RandomSupport,"AstralEcho,BurstBoost,CelestialStatic,ExecutionersAxe,FinisherAttack,FlakShot,Fragmentize,InnerTruth,LimbSupport,MentalFocus,MirrorForce,Purify,SpinalTap,SuperheatMetal,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","RazorWind,RandomBurst,RandomSupport",93,93,1,999,Burst World
BurstCount,RandomBurst,BurstBoost,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,WhipOfLightning","BurstCount,RandomBurst,BurstBoost",93,93,1,999,Burst World
Haymaker,RandomBurst,RandomSupport,"BurstBoost,BurstCount,CelestialStatic,CrushingVoid,ExecutionersAxe,FlakShot,Fragmentize,ImpactAttack,InnerTruth,LimbSupport,MentalFocus,MirrorForce,Purify,SpinalTap,SuperheatMetal,TeamTactics,TriangleSupport,WhipOfLightning","Haymaker,RandomBurst,RandomSupport",93,93,1,999,Burst World
Fragmentize,RandomBurst,RandomSupport,"AstralEcho,BurstBoost,CelestialStatic,CrushingVoid,ExecutionersAxe,FinisherAttack,FlakShot,ImpactAttack,InnerTruth,LimbBurst,LimbSupport,MentalFocus,MirrorForce,MoonBeam,Purify,RazorWind,SkullBash,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","Fragmentize,RandomBurst,RandomSupport",93,93,1,999,Burst World
FlakShot,RandomBurst,BurstBoost,"CelestialStatic,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning,Weaken","FlakShot,RandomBurst,BurstBoost",93,93,1,999,Burst World
TotemFairySkill,Purify,RandomAffliction,"BurningAttack,DecayingAttack,Disease,Fuse,MagicPotion,PlagueAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","TotemFairySkill,Purify,RandomAffliction",94,97,1,999,Standard
TriangleSupport,WhipOfLightning,RandomAffliction,"DecayingAttack,Fuse,PoisonAttack,PowerBubble,Shadow,SandsOfTime","TriangleSupport,WhipOfLightning,RandomAffliction",94,97,1,999,Standard
InnerTruth,RandomAffliction,RandomAffliction,"BurningAttack,Disease,Fuse,PlagueAttack,Swarm,MagicPotion,SandsOfTime","InnerTruth,RandomAffliction,RandomAffliction",94,97,1,999,Standard
MentalFocus,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuinousRust,RuneAttack,Shadow","MentalFocus,RandomAffliction,RandomAffliction",94,97,1,999,Standard
ExecutionersAxe,RuneAttack,RandomBurst,"BurstCount,CelestialStatic,ChainLightning,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,WhipOfLightning,Weaken","ExecutionersAxe,RuneAttack,RandomBurst",94,97,1,999,Standard
FinisherAttack,Haymaker,RandomBurst,"BurstCount,CelestialStatic,FlakShot,Fragmentize,LimbBurst,MirrorForce,Purify,WhipOfLightning","FinisherAttack,Haymaker,RandomBurst",94,97,1,999,Standard
ImpactAttack,RandomBurst,RandomAffliction,"BurstCount,CelestialStatic,FlakShot,Fragmentize,MirrorForce,MoonBeam,Purify,RuinousRust,SkullBash,WhipOfLightning,SandsOfTime,Weaken","ImpactAttack,RandomBurst,RandomAffliction",94,97,1,999,Standard
CrushingVoid,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,CelestialStatic,ChainLightning,DecayingAttack,Disease,FlakShot,Fragmentize,Fuse,MirrorForce,MoonBeam,PlagueAttack,PoisonAttack,Purify,RuinousRust,RuneAttack,SkullBash,WhipOfLightning,SandsOfTime,Weaken","CrushingVoid,RandomAffliction,RandomBurst",94,97,1,999,Standard
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",94,95,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime,Weaken","AstralEcho,RandomAffliction,RandomBurst",94,95,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",94,95,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",94,95,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",94,95,1,999,Standard - Armor
LimbSupport,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,Fuse,MirrorForce,MoonBeam,PlagueAttack,Purify,RazorWind,RuneAttack,SkullBash,WhipOfLightning,FlakShot,Fragmentize,CelestialStatic,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",96,96,1,999,Standard - No Armor
BurstBoost,BurstCount,RandomBurst,"CelestialStatic,Haymaker,MirrorForce,Purify,WhipOfLightning,FlakShot,Fragmentize","BurstBoost,BurstCount,RandomBurst",96,96,1,999,Standard - No Armor
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",97,97,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",97,97,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",97,97,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",97,97,1,999,Standard - Armor
RandomAffliction,Fuse,MentalFocus,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow","RandomAffliction,Fuse,MentalFocus",98,98,1,999,Affliction World
RandomAffliction,RuneAttack,AstralEcho,"Fuse,SandsOfTime","RandomAffliction,RuneAttack,AstralEcho",98,98,1,999,Affliction World
RandomAffliction,RuneAttack,ImpactAttack,"BurningAttack,Fuse,PlagueAttack,SandsOfTime","RandomAffliction,RuneAttack,ImpactAttack",98,98,1,999,Affliction World
RandomAffliction,Shadow,InnerTruth,"BurningAttack,Disease,Fuse,PlagueAttack,PoisonAttack,Swarm,SandsOfTime","RandomAffliction,Shadow,InnerTruth",98,98,1,999,Affliction World
PowerBubble,RuinousRust,RandomSupport,"AstralEcho,BurstBoost,CrushingVoid,ExecutionersAxe,ImpactAttack,InnerTruth,LimbSupport,MentalFocus,SpinalTap,SuperheatMetal,TeamTactics,TriangleSupport","PowerBubble,RuinousRust,RandomSupport",98,98,1,999,Affliction World
RandomAffliction,Swarm,CrushingVoid,RuneAttack,"RandomAffliction,Swarm,CrushingVoid",98,98,1,999,Affliction World
RandomAffliction,PlagueAttack,MentalFocus,"DecayingAttack,PoisonAttack,PowerBubble,Shadow","RandomAffliction,PlagueAttack,MentalFocus",98,98,1,999,Affliction World
RandomAffliction,BurningAttack,SuperheatMetal,"DecayingAttack,Disease,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","RandomAffliction,BurningAttack,SuperheatMetal",98,98,1,999,Affliction World
TotemFairySkill,Purify,RandomAffliction,"BurningAttack,DecayingAttack,Disease,Fuse,MagicPotion,PlagueAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","TotemFairySkill,Purify,RandomAffliction",99,102,1,999,Standard
TriangleSupport,WhipOfLightning,RandomAffliction,"DecayingAttack,Fuse,PoisonAttack,PowerBubble,Shadow,SandsOfTime","TriangleSupport,WhipOfLightning,RandomAffliction",99,102,1,999,Standard
InnerTruth,RandomAffliction,RandomAffliction,"BurningAttack,Disease,Fuse,PlagueAttack,Swarm,MagicPotion,SandsOfTime","InnerTruth,RandomAffliction,RandomAffliction",99,102,1,999,Standard
MentalFocus,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuinousRust,RuneAttack,Shadow","MentalFocus,RandomAffliction,RandomAffliction",99,102,1,999,Standard
ExecutionersAxe,RuneAttack,RandomBurst,"BurstCount,CelestialStatic,ChainLightning,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,WhipOfLightning,Weaken","ExecutionersAxe,RuneAttack,RandomBurst",99,102,1,999,Standard
FinisherAttack,Haymaker,RandomBurst,"BurstCount,CelestialStatic,FlakShot,Fragmentize,LimbBurst,MirrorForce,Purify,WhipOfLightning","FinisherAttack,Haymaker,RandomBurst",99,102,1,999,Standard
ImpactAttack,RandomBurst,RandomAffliction,"BurstCount,CelestialStatic,FlakShot,Fragmentize,MirrorForce,MoonBeam,Purify,RuinousRust,SkullBash,WhipOfLightning,SandsOfTime,Weaken","ImpactAttack,RandomBurst,RandomAffliction",99,102,1,999,Standard
CrushingVoid,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,CelestialStatic,ChainLightning,DecayingAttack,Disease,FlakShot,Fragmentize,Fuse,MirrorForce,MoonBeam,PlagueAttack,PoisonAttack,Purify,RuinousRust,RuneAttack,SkullBash,WhipOfLightning,SandsOfTime,Weaken","CrushingVoid,RandomAffliction,RandomBurst",99,102,1,999,Standard
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime,Weaken","LimbSupport,RandomAffliction,RandomBurst",99,100,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime","AstralEcho,RandomAffliction,RandomBurst",99,100,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",99,100,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",99,100,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",99,100,1,999,Standard - Armor
LimbSupport,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,Fuse,MirrorForce,MoonBeam,PlagueAttack,Purify,RazorWind,RuneAttack,SkullBash,WhipOfLightning,FlakShot,Fragmentize,CelestialStatic,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",101,101,1,999,Standard - No Armor
BurstBoost,BurstCount,RandomBurst,"CelestialStatic,Haymaker,MirrorForce,Purify,WhipOfLightning,FlakShot,Fragmentize","BurstBoost,BurstCount,RandomBurst",101,101,1,999,Standard - No Armor
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime,Weaken","LimbSupport,RandomAffliction,RandomBurst",102,102,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime","AstralEcho,RandomAffliction,RandomBurst",102,102,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",102,102,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",102,102,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",102,102,1,999,Standard - Armor
SkullBash,RandomBurst,ExecutionersAxe,"CelestialStatic,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,MoonBeam,Purify,RazorWind,WhipOfLightning","SkullBash,RandomBurst,ExecutionersAxe",103,103,1,999,Burst World
LimbBurst,RandomBurst,RandomSupport,"BurstBoost,CrushingVoid,ExecutionersAxe,FinisherAttack,ImpactAttack,InnerTruth,MentalFocus,MirrorForce,MoonBeam,Purify,SkullBash,SpinalTap,SuperheatMetal,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","LimbBurst,RandomBurst,RandomSupport",103,103,1,999,Burst World
MoonBeam,RandomBurst,ExecutionersAxe,"CelestialStatic,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,RazorWind,SkullBash,WhipOfLightning","MoonBeam,RandomBurst,ExecutionersAxe",103,103,1,999,Burst World
RazorWind,RandomBurst,RandomSupport,"AstralEcho,BurstBoost,CelestialStatic,ExecutionersAxe,FinisherAttack,FlakShot,Fragmentize,InnerTruth,LimbSupport,MentalFocus,MirrorForce,Purify,SpinalTap,SuperheatMetal,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","RazorWind,RandomBurst,RandomSupport",103,103,1,999,Burst World
BurstCount,RandomBurst,BurstBoost,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,WhipOfLightning","BurstCount,RandomBurst,BurstBoost",103,103,1,999,Burst World
Haymaker,RandomBurst,RandomSupport,"BurstBoost,BurstCount,CelestialStatic,CrushingVoid,ExecutionersAxe,FlakShot,Fragmentize,ImpactAttack,InnerTruth,LimbSupport,MentalFocus,MirrorForce,Purify,SpinalTap,SuperheatMetal,TeamTactics,TriangleSupport,WhipOfLightning","Haymaker,RandomBurst,RandomSupport",103,103,1,999,Burst World
Fragmentize,RandomBurst,RandomSupport,"AstralEcho,BurstBoost,CelestialStatic,CrushingVoid,ExecutionersAxe,FinisherAttack,FlakShot,ImpactAttack,InnerTruth,LimbBurst,LimbSupport,MentalFocus,MirrorForce,MoonBeam,Purify,RazorWind,SkullBash,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","Fragmentize,RandomBurst,RandomSupport",103,103,1,999,Burst World
FlakShot,RandomBurst,BurstBoost,"CelestialStatic,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning,Weaken","FlakShot,RandomBurst,BurstBoost",103,103,1,999,Burst World
TotemFairySkill,Purify,RandomAffliction,"BurningAttack,DecayingAttack,Disease,Fuse,MagicPotion,PlagueAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","TotemFairySkill,Purify,RandomAffliction",104,107,1,999,Standard
TriangleSupport,WhipOfLightning,RandomAffliction,"DecayingAttack,Fuse,PoisonAttack,PowerBubble,Shadow,SandsOfTime","TriangleSupport,WhipOfLightning,RandomAffliction",104,107,1,999,Standard
InnerTruth,RandomAffliction,RandomAffliction,"BurningAttack,Disease,Fuse,PlagueAttack,Swarm,MagicPotion,SandsOfTime","InnerTruth,RandomAffliction,RandomAffliction",104,107,1,999,Standard
MentalFocus,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuinousRust,RuneAttack,Shadow","MentalFocus,RandomAffliction,RandomAffliction",104,107,1,999,Standard
ExecutionersAxe,RuneAttack,RandomBurst,"BurstCount,CelestialStatic,ChainLightning,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,WhipOfLightning,Weaken","ExecutionersAxe,RuneAttack,RandomBurst",104,107,1,999,Standard
FinisherAttack,Haymaker,RandomBurst,"BurstCount,CelestialStatic,FlakShot,Fragmentize,LimbBurst,MirrorForce,Purify,WhipOfLightning","FinisherAttack,Haymaker,RandomBurst",104,107,1,999,Standard
ImpactAttack,RandomBurst,RandomAffliction,"BurstCount,CelestialStatic,FlakShot,Fragmentize,MirrorForce,MoonBeam,Purify,RuinousRust,SkullBash,WhipOfLightning,SandsOfTime,Weaken","ImpactAttack,RandomBurst,RandomAffliction",104,107,1,999,Standard
CrushingVoid,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,CelestialStatic,ChainLightning,DecayingAttack,Disease,FlakShot,Fragmentize,Fuse,MirrorForce,MoonBeam,PlagueAttack,PoisonAttack,Purify,RuinousRust,RuneAttack,SkullBash,WhipOfLightning,SandsOfTime,Weaken","CrushingVoid,RandomAffliction,RandomBurst",104,107,1,999,Standard
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",104,105,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime,Weaken","AstralEcho,RandomAffliction,RandomBurst",104,105,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",104,105,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",104,105,1,999,Standard - Armor
